Individual,Site,Species,Latitude,Longitude,Elevation,Leaf area,Fresh mass,Dry mass,Stem volume,Stem mass,Height,Distance,Bottom angle,Top Angle,Bottom m,Top m,DBH,DBH 2,DBH 3,DBH 4,DBH 5,Summer 2015 notes,Summer 2015 Route,Summer 2015 Date Sampled,pctN,pctC,Stomatal Length,Stomatal Density
BETALL04_WM,WM,BETALL,43.99873104,-71.37516397,384,299.719,3.20,0.961,2.99,1.629,,10,-4,56,,,10.6,,,,,,,,2.744291088,48.10733395,19.5012,76.84002743
BETALL05_WM,WM,BETALL,43.99980501,-71.37552397,387,258.276,2.48,0.741,2.59,1.429,,10,-8,36,,,5.2,,,,,,,,3.104576045,48.56293117,,
BETALL06_WM,WM,BETALL,43.99999503,-71.37467698,388,299.873,3.64,1.185,3.35,1.762,,10,-8,36,,,8.6,,,,,,,,2.847820239,47.19590954,,
BETALL07_WM,WM,BETALL,44.00103397,-71.37866702,396,286.169,2.67,0.799,2.46,1.356,,10,-8,61,,,20.7,4.1,,,,,,,2.644202183,49.24351649,,
BETPAP01_WM,WM,BETPAP,44.00031899,-71.37368599,389,267.623,2.34,0.682,2.82,1.497,,10,-7.5,37,,,9.6,,,,,,,,2.961238708,48.06317045,18.4858,126.3591562
BETPAP02_WM,WM,BETPAP,44.00023903,-71.37360603,389,313.582,2.87,0.907,2.60,1.556,,10,-7,34,,,9.4,,,,,,,,2.890093062,49.08711655,19.8882,83.67025209
BETPAP03_WM,WM,BETPAP,44.00340102,-71.378275,377,305.773,4.18,1.461,6.33,3.427,,8,-10,57,,,24.5,,,,,,,,2.028979911,47.26726419,22.8824,68.51996522
BETPAP04_WM,WM,BETPAP,44.00005303,-71.37388397,394,304.58,2.77,0.879,2.54,1.437,,10,-8,40,,,9.4,,,,,,,,2.821205022,49.13057498,18.1316,106.2059461
BETPAP05_WM,WM,BETPAP,44.001385,-71.37164701,393,279.54,4.44,1.635,3.36,1.935,,9,-8,56,,,12.5,,,,,,,,2.224142021,50.80874495,,
BETPAP06_WM,WM,BETPAP,44.00015697,-71.37416703,378,271.002,3.14,0.925,6.46,3.400,,10,-7,65,,,14.6,,,,,,,,2.243823865,46.19684572,,
BETPOP01_WM,WM,BETPOP,43.999572,-71.37527998,389,169.76,1.49,0.425,1.34,0.78,2.2,,,,,,1.7,,,,,,,,2.873599709,47.77307842,23.7118,109.6319444
BETPOP03_WM,WM,BETPOP,43.994553,-71.36972596,386,189.327,2.43,0.932,4.28,2.570,,,,,,,,,,,,,,,2.689767697,49.26533085,21.4574,183.290907
BETPOP04_WM,WM,BETPOP,43.994266,-71.36973904,384,214.503,2.69,1.044,6.29,3.428,,,,,,,,,,,,,,,2.723519629,49.97850705,25.2798,157.59592
BETPOP05_WM,WM,BETPOP,43.99458996,-71.37001698,382,163.583,2.19,0.950,5.81,3.244,,,,,,,,,,,,,,,2.360074652,49.25885934,23.7612,162.7349174
BETPOP06_WM,WM,BETPOP,43.994151,-71.36925699,386,159.277,2.07,0.841,6.53,3.723,,,,,,,,,,,,,,,2.465456028,51.7424934,,
BETPOP07_WM,WM,BETPOP,43.99444101,-71.36926202,386,186.11,2.31,0.877,3.80,2.231,,,,,,,,,,,,,,,2.563843533,50.38539046,,
CORALT01_WM,WM,CORALT,,,,,,,,,0.5,,,,,,<1,,,,,,,,,,,
CORALT02_WM,WM,CORALT,,,,,,,,,0.5,,,,,,<1,,,,,,,,,,,
CORALT03_WM,WM,CORALT,43.99837397,-71.37498401,423,335.024,3.04,0.792,1.33,0.672,0.75,,,,,,<1,,,,,almost destructively sampled,,,2.319880165,45.26673395,19.5222,102.7799478
CORALT04_WM,WM,CORALT,43.99828303,-71.37364601,391,265.609,4.55,1.755,1.91,1.074,4.25,,,,,,3.2,,,,,"Small loose piece included in stem weight, which was .120",,,2.828316251,48.49214402,16.718,188.4299044
CORALT05_WM,WM,CORALT,43.99821497,-71.37355004,402,185.416,2.31,0.393,2.00,0.915,,,,,,,,,,,,,,,2.974077391,46.13294009,18.0954,186.7169052
CORALT06_WM,WM,CORALT,43.99791297,-71.37300203,399,213.209,1.95,0.582,0.92,0.532,,,,,,,,,,,,,,,2.182487035,46.04780322,20.901,114.7709417
CORALT07_WM,WM,CORALT,43.99798497,-71.37293296,398,244.16,2.37,0.662,0.70,0.392,,,,,,,,,,,,,,,2.529336433,46.62778504,,
CORALT08_WM,WM,CORALT,43.99794599,-71.37286901,397,317.665,2.77,0.852,0.90,0.546,,,,,,,,,,,,,,,2.310104827,45.77954877,,
CORCOR01_WM,WM,CORCOR,44.00016703,-71.37720899,398,302.26,2.22,0.750,1.85,0.968,1.5,,,,,,<1,,,,,,,,2.917403829,46.55749589,21.4354,71.94596348
CORCOR02_WM,WM,CORCOR,43.99803903,-71.37461102,382,343.664,2.31,0.820,2.70,1.344,2,,,,,,<1,1.5,,,,,,,2.852752748,47.25442829,22.27,82.22395827
CORCOR03_WM,WM,CORCOR,43.99816501,-71.37345004,390,261.175,2.29,0.895,3.07,1.609,4,,,,,,1.8,2.2,<1,,,,,,2.451936524,43.39259789,19.9632,101.0669487
CORCOR04_WM,WM,CORCOR,43.99806401,-71.37461403,393,285.784,2.30,0.864,3.36,1.855,,,,,,,,,,,,,,,2.895804583,46.45935045,19.2824,87.36295566
CORCOR05_WM,WM,CORCOR,44.00038202,-71.37170602,390,312.622,2.92,1.233,1.59,0.807,3,,,,,,2,2,<1,<1,<1,,,,2.735411985,46.81093217,,
CORCOR06_WM,WM,CORCOR,44.00038202,-71.37165103,390,278.028,2.34,0.897,1.77,0.918,2.5,,,,,,1.6,<1,<1,<1,,,,,2.816118397,45.47530453,,
CORCOR07_WM,WM,CORCOR,,,,,,,,,3.8,,,,,,2,<1,<1,,,,,,,,,
DIELON01_WM,WM,DIELON,,,,,,,,,0.75,,,,,,<1,,,,,,,,,,,
FAGGRA01_WM,WM,FAGGRA,44.00074102,-71.37839796,398,312.86,2.12,0.930,2.34,1.287,,10,-11,24,,,4.7,3.6,,,,,,,2.878385706,47.64796656,11.5084,280.9318574
FAGGRA02_WM,WM,FAGGRA,44.00143102,-71.37834297,396,,1.74,0.735,4.12,2.660,,10,-12,41,,,10.9,,,,,A perfect tree',,,2.510463988,47.00679611,12.3292,385.4248044
FAGGRA03_WM,WM,FAGGRA,43.99833902,-71.37421204,369,330.093,1.94,0.808,3.04,1.953,,10,-6,37,,,11.8,,,,,,,,2.517228099,47.09370749,11.3182,263.8018661
FAGGRA04_WM,WM,FAGGRA,43.99852401,-71.37481201,385,302.763,2.02,0.871,3.78,2.236,,10,-7,52,,,13.2,,,,,,,,2.715066838,47.38806069,9.8656,320.3308374
FAGGRA05_WM,WM,FAGGRA,43.999946,-71.37455301,389,315.737,2.23,0.947,4.45,2.790,,10,-8,38,,,9.7,,,,,,,,2.692084769,46.95188854,,
FAGGRA07_WM,WM,FAGGRA,44.000005,-71.37421598,389,273.423,1.99,0.807,2.83,1.747,,10,-7.5,50,,,16.1,,,,,,,,3.105889154,46.46595006,,
FAGGRA08_WM,WM,FAGGRA,44.00015504,-71.37377299,389,254.857,1.77,0.704,3.55,2.226,,10,-7,59,,,19.2,,,,,,,,2.362357083,46.35439044,,
FAGGRA09_WM,WM,FAGGRA,44.00099399,-71.37853098,392,287.33,1.89,0.739,4.21,2.887,,10,-4,51,,,12,,,,,,,,2.334131823,44.80801288,,
FRAAME01.2_WM,WM,FRAAME,,,,,4.38,1.560,3.84,2.118,,10,-3,37,,,11.1,,,,,,,,2.537304851,46.64458973,,
FRAAME02_WM,WM,FRAAME,43.998019,-71.37458696,384,241.387,3.24,1.276,2.84,1.453,,10,-9,32,,,4.7,,,,,,,,2.711005312,46.12134057,18.8642,255.2368705
FRAAME03_WM,WM,FRAAME,43.99864898,-71.37549003,381,300.552,4.31,1.692,2.08,1.043,,10,-5,51,,,14.1,,,,,,,,2.451566963,47.41394856,20.7568,178.1519096
FRAAME04_WM,WM,FRAAME,43.99919699,-71.37556303,387,157.354,2.22,0.980,3.18,1.408,,10,-6,64,,,38,,,,,,,,2.623343389,47.11486799,18.2224,202.1338974
FRAAME05_WM,WM,FRAAME,43.998825,-71.37543797,399,254.009,2.76,1.105,3.42,1.877,,10,-5,55,,,13,,,,,,,,2.416013891,44.79827126,,
FRAAME06_WM,WM,FRAAME,43.99868201,-71.37539799,398,240.458,3.08,1.256,4.80,2.518,,,,,,,,,,,,,,,2.723214021,45.16213679,,
HAMVIR01_WM,WM,HAMVIR,43.99901401,-71.37549397,389,276.154,2.59,0.700,2.72,1.574,2.2,,,,,,1.5,,,,,,,,2.071339419,38.30529126,18.9398,75.37196174
HAMVIR02_WM,WM,HAMVIR,43.99914896,-71.37560796,389,272.249,2.75,0.736,1.27,0.723,3,,,,,,1.7,,,,,,,,1.987630313,36.85369986,17.8312,94.21495218
HAMVIR03_WM,WM,HAMVIR,43.99834899,-71.37360401,400,257.392,4.72,2.013,1.38,0.703,2.5,,,,,,1.8,,,,,,,,2.051439915,46.96137199,18.6632,243.2458765
HAMVIR04_WM,WM,HAMVIR,43.99830197,-71.37357602,349,203.514,3.05,1.297,2.01,1.145,2.3,,,,,,1.8,,,,,,,,2.493670353,47.32860847,17.302,200.4208983
HAMVIR06_WM,WM,HAMVIR,44.00477498,-71.23826302,269,334.44,3.62,1.262,3.38,1.846,,,,,,,,,,,,,,,1.904964835,47.49355028,,
HAMVIR07_WM,WM,HAMVIR,44.00504203,-71.23995298,270,332.324,4.93,1.838,2.56,1.472,,,,,,,,,,,,,,,1.524224476,47.15154284,,
ILEMUC01_WM,WM,ILEMUC,44.00237901,-71.37830199,394,,1.66,0.446,1.98,1.036,1.1,,,,,,<1,<1,,,,,,,2.425948216,48.30081258,13.6356,284.3578557
ILEMUC02_WM,WM,ILEMUC,44.00284002,-71.37846401,394,146.128,1.45,0.479,3.22,1.833,3.5,,,,,,3.3,,,,,,,,2.280866584,50.10174215,14.2184,299.7748478
ILEMUC03_WM,WM,ILEMUC,44.00520204,-71.38010703,389,186.817,2.02,0.833,3.14,1.787,3.5,,,,,,2.6,3.6,2.7,2.7,,,,,1.712468363,53.52686585,13.0394,339.1738279
ILEMUC04_WM,WM,ILEMUC,44.00391097,-71.37840601,391,156.369,1.67,0.634,1.53,0.892,2,,,,,,<1,<1,1,,,,,,1.615683207,39.5959388,12.667,414.5457896
ILEMUC05_WM,WM,ILEMUC,44.00297103,-71.37832898,391,233.181,2.36,0.870,3.31,1.820,2.2,,,,,,1.5,<1,,,,,,,1.634138449,44.05286346,,
ILEMUC06_WM,WM,ILEMUC,44.00345097,-71.37836301,392,178.332,2.09,0.901,1.74,1.070,2.5,,,,,,1.9,2,1.4,<1,,,,,1.830555275,50.01956592,,
ILEMUC07_WM,WM,ILEMUC,44.00728896,-71.37953899,393,102.733,1.50,0.651,2.66,1.566,1.5,,,,,,"<1, <1, <1, <1, <1, <1, <1, <1",,,,,,,,1.540981728,50.98823967,,
KALANG01_WM,WM,KALANG,44.00408297,-71.37870197,394,84.502,1.54,0.662,1.19,0.575,1,,,,,,<1,,,,,,,,1.296178209,52.77778191,,
KALANG02_WM,WM,KALANG,44.00364099,-71.37826603,389,112.459,2.16,0.981,0.66,0.374,1,,,,,,<1,,,,,,,,1.455037602,52.04320148,,
KALANG03_WM,WM,KALANG,44.00548333,-71.38056669,266,200.562,3.55,1.132,1.21,0.667,1,,,,,,<1,,,,,,,,1.211167476,48.43280775,,
KALANG04_WM,WM,KALANG,44.00743799,-71.37938401,392,57.424,1.13,0.543,1.13,0.560,1,,,,,,"<1, <1",,,,,,,,1.30273092,52.15217218,11.59,589.106877
KALANG05_WM,WM,KALANG,44.00733397,-71.37945701,390,37.853,0.79,0.356,0.37,0.208,1,,,,,,"<1, <1, <1, <1",,,,,,,,1.347716216,50.92361475,13.711,724.003814
KALANG06_WM,WM,KALANG,44.006964,-71.38000997,379,26.477,0.62,0.278,1.52,0.698,0.75,,,,,,"<1, <1, <1, <1, <1",,,,,,,,1.267836929,50.56074505,13.6638,570.3237592
KALANG07_WM,WM,KALANG,44.00279702,-71.37855696,381,58.151,0.65,0.183,0.46,0.322,0.5,,,,,,"<1, <1, <1, <1",,,,,,,,2.031001921,50.5644392,11.6168,551.5406414
LONCAN01_WM,WM,LONCAN,43.99885702,-71.37498502,388,158.086,1.12,0.365,0.66,0.267,0.75,,,,,,<1,,,,,,,,1.789154135,42.36585893,18.6478,61.47202195
MYRGAL01_WM,WM,MYRGAL,44.007238,-71.379627,389,149.176,2.71,1.155,6.25,2.600,1,,,,,,<1,,,,,,,,1.518137493,46.00032757,18.4892,125.9563952
MYRGAL02_WM,WM,MYRGAL,44.00612597,-71.38090298,389,58.601,0.73,0.319,0.92,0.502,1,,,,,,<1,,,,,,,,2.028598097,46.61485651,22.9638,128.0667124
MYRGAL03_WM,WM,MYRGAL,43.99754701,-71.37255401,383,141.521,2.29,0.909,1.26,0.522,0.5,,,,,,<1,,,,,,,,2.629794433,47.09611878,18.825,155.387611
MYRGAL04_WM,WM,MYRGAL,44.00590997,-71.38088797,398,61.424,0.69,0.331,1.55,0.797,1,,,,,,<1,,,,,,,,2.084236987,46.17755558,,
MYRGAL05_WM,WM,MYRGAL,44.00720598,-71.37957201,387,85.198,1.62,0.763,2.11,1.160,1.2,,,,,,<1,,,,,,,,1.642270149,49.33497512,,
MYRGAL06_WM,WM,MYRGAL,44.00711898,-71.37969397,384,81.696,1.24,0.502,2.89,1.421,1.1,,,,,,<1,,,,,,,,2.110146326,47.37975456,20.2324,122.9440439
POPGRA01_WM,WM,POPGRA,44.00612799,-71.24188601,287,309,4.52,1.589,4.76,2.423,,,,,,,,,,,,,,,2.319883502,48.40537187,13.8104,430.3041536
POPTRE01_WM,WM,POPTRE,43.99447203,-71.369676,391,328.395,5.59,2.382,4.01,2.174,,,,,,,,,,,,,,,2.38887201,48.32701891,27.7796,104.1609261
POPTRE02_WM,WM,POPTRE,43.99477403,-71.36993098,382,307.231,5.10,2.123,5.90,3.308,,,,,,,,,,,,,,,3.396503002,62.20919383,23.3414,87.08536442
POPTRE03_WM,WM,POPTRE,43.995302,-71.36904803,386,187.329,3.87,1.851,7.89,4.037,,,,,,,,,,,,,,,2.018906863,48.06824193,21.3858,158.8027234
POPTRE04_WM,WM,POPTRE,43.99564298,-71.36832903,385,246.392,4.17,1.822,6.01,3.206,,,,,,,,,,,,,,,2.572086853,41.76519398,23.2526,124.6516001
POPTRE05_WM,WM,POPTRE,44.01693402,-71.24776097,310,312.438,5.71,2.266,5.74,3.048,,,,,,,,,,,,,,,2.277085179,47.37675254,,
PRUPEN01_WM,WM,PRUPEN,43.99445401,-71.36929002,385,98.927,1.11,0.429,1.33,0.655,,,,,,,,,,,,,,,2.099277882,46.24912846,19.0528,244.1805316
PRUPEN02_WM,WM,PRUPEN,44.00534101,-71.24146599,288,231.669,3.01,1.042,2.92,1.655,,,,,,,,,,,,,,,2.307370074,47.20201166,22.728,221.9823015
PRUPEN03_WM,WM,PRUPEN,44.00565499,-71.24143397,286,189.32,2.57,0.972,1.33,0.735,,,,,,,,,,,,,,,2.25178465,46.6567438,17.8206,269.7938741
PRUPEN04_WM,WM,PRUPEN,44.01689798,-71.24832901,310,179.355,2.85,1.146,2.90,1.651,,,,,,,,,,,,,,,1.881386569,46.52321105,20.0106,239.0578631
PRUPEN05_WM,WM,PRUPEN,44.016873,-71.248586,310,229.714,3.54,1.371,2.75,1.431,,,,,,,,,,,,,,,2.011868997,47.52165006,,
PRUPEN06_WM,WM,PRUPEN,,,,173.301,2.44,0.947,4.38,2.368,,,,,,,,,,,,,,,1.876787639,45.92002706,,
QUERUB01_WM,WM,QUERUB,44.00500196,-71.23872796,267,218.539,2.20,0.871,5.33,3.004,,,,,,,,,,,,,,,2.435584917,47.99443637,16.6026,238.2958828
QUERUB02_WM,WM,QUERUB,44.00497103,-71.23853602,268,166.52,1.85,0.758,2.10,1.466,,,,,,,,,,,,,,,2.31896107,46.46854146,15.687,337.0184629
QUERUB03_WM,WM,QUERUB,44.00453802,-71.23765499,267,320.261,3.99,1.671,3.35,2.237,,,,,,,,,,,,,,,2.64200783,46.61050423,15.8418,502.1234674
QUERUB04_WM,WM,QUERUB,44.00444197,-71.23768802,271,287.54,3.10,1.281,3.39,2.188,,,,,,,,,,,,,,,2.280851288,47.44306525,16.1726,267.2318115
QUERUB05_WM,WM,QUERUB,44.00420199,-71.23672402,268,298.517,4.15,1.687,4.08,2.463,,,,,,,,,,,,,,,2.305419873,47.56409079,,
QUERUB06_WM,WM,QUERUB,44.00437198,-71.237124,268,218.686,3.29,1.382,2.80,1.765,,,,,,,,,,,,,,,2.476921475,48.32672742,,
RHAFRA01_WM,WM,RHAFRA,43.99956303,-71.37608598,417,,2.79,0.666,1.10,0.536,0.5,,,,,,<1,,,,,,,,3.231855811,45.59609183,13.379,219.5726349
RHOPRI01_WM,WM,RHOPRI,44.00396981,-71.3784687,394,226.823,2.74,1.100,2.80,1.248,1.3,,,,,,<1,,,,,,,,1.727032786,49.98087427,12.7266,78.29721864
RHOPRI02_WM,WM,RHOPRI,44.00371802,-71.378304,388,140.732,1.53,0.637,1.19,0.503,1,,,,,,<1,,,,,,,,1.905220736,49.71258477,14.362,156.5944373
RHOPRI03_WM,WM,RHOPRI,44.005901,-71.38091203,399,177.088,2.44,1.151,0.18,0.090,1.2,,,,,,<1,,,,,,,,1.816556719,51.65200875,12.6604,139.5733028
RHOPRI04_WM,WM,RHOPRI,44.00616797,-71.38085696,379,162.453,2.08,0.900,1.94,0.937,1.1,,,,,,<1,,,,,,,,1.73841458,50.19044252,14.057,182.126139
RHOPRI05_WM,WM,RHOPRI,44.00714496,-71.37963102,393,138.059,1.94,0.825,1.78,0.725,1.2,,,,,,"<1, <1, <1, <1, <1, <1, <1",,,,,,,,1.432486331,48.34305997,,
RHOPRI06_WM,WM,RHOPRI,44.00718997,-71.379598,385,124.432,1.65,0.732,1.24,0.668,1.2,,,,,,<1,,,,,,,,1.44887119,49.26706754,,
SPIALB01_WM,WM,SPIALB,43.99794096,-71.37244396,341,92.816,0.91,0.388,0.76,0.438,1,,,,,,<1,,,,,,,,1.966032723,48.71539591,13.4872,554.8889843
SPIALB02_WM,WM,SPIALB,43.99822301,-71.37358599,337,153.162,1.72,0.792,0.65,0.363,1.5,,,,,,<1,,,,,,,,2.39656216,49.28855343,14.03,573.6122322
SPIALB03_WM,WM,SPIALB,43.99770099,-71.37273196,385,97.786,1.20,0.542,2.69,1.442,1.4,,,,,,<1,,,,,,,,1.850379724,47.69092299,15.8392,713.185535
SPIALB04_WM,WM,SPIALB,43.99828998,-71.37369001,392,67.712,0.67,0.302,1.30,0.803,1.2,,,,,,<1,,,,,,,,2.38747209,49.43031748,,
SPIALB05_WM,WM,SPIALB,43.99998003,-71.37471696,377,196.204,1.75,0.749,0.51,0.327,1.1,,,,,,<1,,,,,,,,2.350665344,49.41722575,12.4302,531.059396
SPIALB06_WM,WM,SPIALB,43.99854002,-71.37525902,399,132.97,1.27,0.475,0.89,0.354,,,,,,,,,,,,,,,2.293135412,48.85879133,,
SPITOM01_WM,WM,SPITOM,43.99752396,-71.37258603,383,124.153,1.60,0.759,0.73,0.442,1,,,,,,<1,,,,,,,,1.84628648,50.60568269,,
SPITOM02_WM,WM,SPITOM,43.99760703,-71.37276197,385,187.312,2.36,1.131,1.18,0.473,1.4,,,,,,<1,,,,,,,,1.95842358,51.46740221,,
SPITOM03_WM,WM,SPITOM,43.994467,-71.36963803,389,68.405,0.72,0.320,0.72,0.313,,,,,,,,,,,,,,,1.802984666,49.98361918,,
SPITOM04_WM,WM,SPITOM,43.99455501,-71.36962898,385,83.509,1.09,0.504,0.32,0.161,,,,,,,,,,,,,,,1.71901087,51.23791009,,
SPITOM05_WM,WM,SPITOM,43.994353,-71.36984599,382,114.355,1.36,0.640,0.81,0.423,,,,,,,,,,,,,,,1.934822823,51.35198582,,
SPITOM06_WM,WM,SPITOM,43.99484502,-71.36992402,383,57.43,0.73,0.327,0.46,0.247,,,,,,,,,,,,,,,1.501203122,50.98006778,,
ULMAME01_WM,WM,ULMAME,43.99806099,-71.37459501,374,310.719,4.21,1.581,4.98,2.829,,10,-6,40,,,8.1,,,,,,,,2.699992623,46.06015727,,
ULMAME02_WM,WM,ULMAME,43.99807197,-71.37455997,381,292.52,4.72,1.902,9.68,6.049,,10,-6,63,,,24.5,,,,,,,,2.536935176,45.07831366,,
ULMAME03_WM,WM,ULMAME,43.998767,-71.37491201,386,227.512,2.04,0.626,1.38,0.870,,10,-8,54,,,10.7,,,,,,,,2.917889195,43.51053578,,
ULMAME04_WM,WM,ULMAME,43.998796,-71.37485099,396,144.935,1.38,0.416,2.50,1.291,,10,-6,62,,,19.9,,,,,,,,2.842601033,44.49713335,,
ULMAME05_WM,WM,ULMAME,43.99902801,-71.37542599,394,298.039,3.01,0.867,3.12,1.526,,,,,,,,,,,,,,,2.680546097,42.13956987,,
ULMAME06_WM,WM,ULMAME,43.999027,-71.37537503,397,198.825,2.59,0.956,4.93,2.705,,,,,,,,,,,,,,,2.782154299,43.98525062,,
VACMYR01_WM,WM,VACMYR,44.00536397,-71.38028196,391,43.771,0.44,0.200,0.65,0.431,0.5,,,,,,<1,,,,,,,,1.556001083,48.61486942,,
VACMYR02_WM,WM,VACMYR,44.00534302,-71.38033502,389,85.876,0.90,0.417,1.08,0.647,0.5,,,,,,<1,,,,,,,,1.480867736,49.90327354,12.7134,231.487429
VACMYR03_WM,WM,VACMYR,44.00272602,-71.37850902,393,96.596,0.95,0.336,0.83,0.586,0.6,,,,,,<1,,,,,,,,2.180264085,47.43964863,11.378,270.6360383
VACMYR04_WM,WM,VACMYR,44.00318401,-71.37839796,391,58.273,0.60,0.279,0.71,0.480,0.4,,,,,,<1,,,,,,,,1.833958973,49.00341577,,
VACMYR05_WM,WM,VACMYR,44.00535098,-71.38043803,404,60.885,0.62,0.261,1.66,1.115,0.5,,,,,,<1,,,,,,,,1.621502469,47.55472552,12.7604,299.571967
VACMYR06_WM,WM,VACMYR,44.00764402,-71.37907103,393,66.673,0.54,0.191,0.55,0.338,0.7,,,,,,<1,,,,,,,,1.94925325,47.04092671,,
VACMYR07_WM,WM,VACMYR,44.00736004,-71.37941896,387,56.195,0.68,0.314,1.20,0.760,0.5,,,,,,<1,,,,,,,,1.216736971,48.62046915,12.0976,302.9761939
VIBCAS01_WM,WM,VIBCAS,44.00232503,-71.37829897,395,230.38,3.68,0.950,1.45,0.807,1.2,,,,,,<1,,,,,,,,1.966752644,47.24691055,29.351,56.16974381
VIBCAS02_WM,WM,VIBCAS,44.00251597,-71.37850701,394,304.818,4.26,1.141,3.23,1.891,2,,,,,,1.9,,,,,,,,2.275129642,47.11155592,31.709,68.08453795
VIBCAS03_WM,WM,VIBCAS,44.00523598,-71.38009496,390,163.92,2.88,0.947,2.14,1.297,2.5,,,,,,1,,,,,,,,1.421053329,44.6135659,34.8008,78.29721864
VIBCAS04_WM,WM,VIBCAS,44.00381802,-71.37834297,391,204.145,3.72,1.337,2.80,1.581,2,,,,,,1.7,1.5,,,,,,,2.015477164,49.23866796,33.4936,114.0416011
VIBCAS05_WM,WM,VIBCAS,44.00268302,-71.37850701,393,278.918,5.84,1.975,3.82,2.158,5,,,,,,3.4,3.1,1.1,1.5,"3.5, <1, <1, <1, 2.7",,,,1.970387951,49.4300776,,
VIBCAS06_WM,WM,VIBCAS,44.00310597,-71.37841296,391,286.507,5.22,2.029,2.19,1.240,3,,,,,,2.2,,,,,,,,1.600219906,49.85689048,,
VIBCAS07_WM,WM,VIBCAS,44.00548702,-71.38055203,401,239.607,5.17,1.994,1.89,1.057,1.9,,,,,,1.4,1.1,<1,<1,,,,,1.697581692,49.07390754,,
VIBCAS08_WM,WM,VIBCAS,44.00655303,-71.38042102,395,231.245,4.34,1.662,2.01,1.212,2,,,,,,1,"<1, <1, <1, <1, <1",,,,,,,1.396983152,49.66113842,,
VIBLAN01_WM,WM,VIBLAN,44.00021799,-71.37697396,396,294.948,2.92,0.813,1.26,0.528,1.1,,,,,,<1,,,,,,,,2.441757763,46.63310317,,
VIBLAN02_WM,WM,VIBLAN,44.00014197,-71.37760101,389,376.645,4.78,1.432,2.25,0.907,1.6,,,,,,<1,,,,,,,,2.407007517,45.44527753,24.7632,73.1908783
VIBLAN03_WM,WM,VIBLAN,44.00102098,-71.37851497,390,303.917,3.69,0.893,1.38,0.484,1.2,,,,,,<1,,,,,,,,0.87327805,16.23132258,25.0034,59.57397071
VIBLAN04_WM,WM,VIBLAN,44.000694,-71.37851497,394,139.484,1.91,0.627,1.68,0.658,1.5,,,,,,<1,,,,,,,,2.238281414,46.21999944,26.9414,52.76551691
VIBLAN05_WM,WM,VIBLAN,44.00091796,-71.378621,394,277.172,2.93,0.793,1.01,0.392,1.9,,,,,,<1,,,,,,,,1.899460432,44.89843471,26.7968,40.85072277
VIBLAN04_WM,WM,VIBLAN,44.000694,-71.37851497,394,139.484,2.39,0.715,0.96,0.374,,,,,,,,,,,,,,,2.238281414,46.21999944,26.9414,52.76551691
ACEPEN05_SH,SH,ACEPEN,45.99101798,-74.010551,376.708313,289.87,3.29,1.14,1.01,0.49,10.25,,,,,,5.8,,,,,,,,2.005149126,46.50421906,15.8166,488.3610632
ACEPEN06_SH,SH,ACEPEN,46.000773,-74.00578296,385.436188,271.493,2.92,0.87,1.56,0.78,7.94,,,,,,5.6,,,,,,,,1.765407801,47.24977875,14.7288,353.4641262
ACEPEN07_SH,SH,ACEPEN,46.00180699,-74.00497402,420.484741,266.044,2.69,0.81,0.94,0.51,11.43,,,,,,6.7,4,2.8,,,,,,1.628141165,47.01345825,11.9952,341.511233
ACEPEN08_SH,SH,ACEPEN,46.00209902,-74.00447404,433.462708,297.371,3.97,1.13,2.73,1.32,4.00,,,,,,2.4,4.2,2.8,,,,,,2.470552683,47.91010284,9.5778,414.9361481
ACEPEN09_SH,SH,ACEPEN,46.00217404,-74.00143703,413.439209,256.662,3.06,0.9,1.33,0.64,3.70,,,,,,4.3,,,,,,,,2.229628325,46.81370544,,
ACEPEN11_SH,SH,ACEPEN,45.98913096,-74.00331801,368.373383,281.254,3,0.75,2.54,1.21,6.98,,,,,,5.7,3.8,4.7,,,,,,2.089694023,47.47185516,,
ACERUB05_SH,SH,ACERUB,45.98921604,-74.00372797,359.941681,236.64,3.06,1.32,1.86,0.93,13.72,,,,,,5.1,,,,,,,,1.441077471,49.89678192,13.3898,404.2677948
ACERUB06_SH,SH,ACERUB,45.98909802,-74.00356502,371.222992,241.735,4.28,1.74,1.26,0.67,12.02,,,,,,13.3,,,,,,,,1.584614277,48.87286377,16.0018,102.7799478
ACERUB07_SH,SH,ACERUB,45.98045703,-74.01570302,353.593079,194.927,3.08,1.33,2.33,1.36,11.82,,,,,,38.8,,,,,,,,1.646123409,49.28293991,14.4734,171.2999131
ACERUB08_SH,SH,ACERUB,45.98060204,-74.01556699,357.313019,258.099,3.75,1.4,0.88,0.57,6.00,,,,,,16.6,,,,,,,,1.716332674,49.10782623,,
ACERUB09_SH,SH,ACERUB,45.98219602,-74.01364099,351.873413,195.5,2.77,1.11,4.38,2.43,8.50,,,,,,11.4,,,,,,,,1.552723885,49.3174057,13.6188,37.68598087
ACERUB10_SH,SH,ACERUB,45.98296196,-74.01202697,354.760193,241.813,3.24,1.26,2.77,1.45,11.20,,,,,,17.1,,,,,,,,1.756975055,49.92558289,,
ACESAC05_SH,SH,ACESAC,46.00247,-74.00256498,436.070526,277.609,2.08,0.72,1.86,1.14,2.00,,,,,,14.7,,,,,,,,2.148383141,46.90023041,9.4122,239.8198783
